"(PDH-CSV 4.0) (India Standard Time)(-330)","\\WINDOWS10-SAMP\Processor(_Total)\% Processor Time","\\WINDOWS10-SAMP\System\Threads","\\WINDOWS10-SAMP\System\Context Switches/sec"
"08/01/2024 22:52:45.974"," ","1372"," "
"08/01/2024 22:52:47.392","31.549479296130421346","1385","1571.1659622605934601"
"08/01/2024 22:52:48.881","37.402701591337276454","1384","4191.1680914554026458"
"08/01/2024 22:52:50.390","34.264979866160437894","1384","1096.844964137830857"
"08/01/2024 22:52:51.914","33.59282435058928229","1384","402.70864393919555368"
"08/01/2024 22:52:53.384","33.036028606396342866","1384","221.55137419026544876"
"08/01/2024 22:52:54.870","38.121705163502724645","1385","6235.9958928858659419"
"08/01/2024 22:52:56.393","43.819846036465435191","1397","5775.0287129236567125"
"08/01/2024 22:52:57.887","35.668431068558618335","1397","1840.3839986355010296"
"08/01/2024 22:52:59.388","41.316366235305260091","1398","6654.5305646840224654"
"08/01/2024 22:53:00.904","33.917650819726517852","1398","1212.4579710104762853"
"08/01/2024 22:53:02.363","34.425174540174097615","1398","952.63830808137299755"
"08/01/2024 22:53:03.890","34.639219222920416996","1398","846.30527437452349204"
"08/01/2024 22:53:05.407","33.543955103755010327","1398","979.90125716787395049"
"08/01/2024 22:53:06.877","40.887532476842238793","1398","4652.2727856260726185"
"08/01/2024 22:53:08.375","34.158949772046135251","1395","2285.6618825261498387"
"08/01/2024 22:53:09.883","33.172393392623369834","1393","1054.3597325640500912"
"08/01/2024 22:53:11.385","46.53478034242649386","1422","7458.3270714919672173"
"08/01/2024 22:53:12.884","37.466594654864628922","1426","1903.9053595787172526"
"08/01/2024 22:53:14.371","52.465077497318461042","1413","10772.530038320364838"
"08/01/2024 22:53:15.889","47.606436460754643747","1430","2414.0847312106457139"
"08/01/2024 22:53:17.388","44.632584763028781083","1431","2124.2584106824883747"
"08/01/2024 22:53:18.880","43.575320697901801736","1391","6285.8089539282691476"
"08/01/2024 22:53:20.406","33.193593518005172882","1396","1327.1095475236252241"
"08/01/2024 22:53:21.885","36.339581128833664536","1398","2256.0042317293023189"
"08/01/2024 22:53:23.412","47.313161955387109003","1439","9222.5472346963688324"
"08/01/2024 22:53:24.888","35.698687796893167956","1440","1573.3775167302305817"
"08/01/2024 22:53:26.393","43.679940956891172732","1442","7041.3791137907192024"
"08/01/2024 22:53:27.862","35.782371699787297814","1444","1842.895693226235835"
"08/01/2024 22:53:29.407","40.188611851501086392","1446","5946.0304631233311738"
"08/01/2024 22:53:30.883","38.48879656145320638","1455","4698.5224529995766716"
"08/01/2024 22:53:32.380","40.105647070770778839","1456","6573.1963695005288173"
"08/01/2024 22:53:33.748","30.206438297933601689","1455","3398.1443919809826184"
"08/01/2024 22:53:35.135","26.034799164316847708","1454","559.01176053802794286"
"08/01/2024 22:53:36.465","26.15094353522076176","1454","546.53834879103987987"
"08/01/2024 22:53:37.805","25.532505290637551809","1446","278.12495811750517305"
"08/01/2024 22:53:39.169","27.389037298754836058","1448","403.11094682936897016"
"08/01/2024 22:53:40.504","33.426902195206253054","1446","10437.623531325245494"
"08/01/2024 22:53:41.878","29.899447788047172736","1451","4604.7014119283567197"
"08/01/2024 22:53:43.197","40.044411737753819125","1462","1275.6303354753720214"
"08/01/2024 22:53:44.568","39.031363488273562723","1484","1199.5821799267164351"
"08/01/2024 22:53:45.935","79.994013660151480849","1551","6161.3294055807200493"
"08/01/2024 22:53:47.144","52.045718408754147788","1587","6192.0031834741530474"
"08/01/2024 22:53:48.355","66.936597207117358721","1587","3616.3879581760388646"
"08/01/2024 22:53:49.562","67.289786340847300039","1590","4105.4014705662975757"
"08/01/2024 22:53:50.804","57.098847058549019096","1588","4167.1211157131965592"
"08/01/2024 22:53:52.021","40.740853722711477758","1585","2873.1268488540899853"
"08/01/2024 22:53:53.227","34.896749788497992029","1584","3281.0985804554147762"
"08/01/2024 22:53:54.432","49.436656940526724213","1613","5113.9234329106584482"
"08/01/2024 22:53:55.677","25.813902169206592419","1588","3853.4075661667311579"
"08/01/2024 22:53:56.850","21.716398347153386794","1584","3237.0887366949946227"
"08/01/2024 22:53:58.069","20.724169161127324656","1584","3393.7688570392306247"
"08/01/2024 22:53:59.198","14.887122000284492174","1585","3849.9527910673177757"
"08/01/2024 22:54:00.295","30.716648262918056389","1585","6458.3200178959477853"
"08/01/2024 22:54:01.413","34.169364505150511491","1584","7474.1265567919217574"
"08/01/2024 22:54:02.494","32.231925321888731162","1581","4683.0069751359387737"
"08/01/2024 22:54:03.573","21.063811169202484308","1583","2159.1423627276126354"
"08/01/2024 22:54:04.650","26.591333475074542037","1583","2237.83239610974897"
"08/01/2024 22:54:05.753","24.208754126330422451","1582","2364.0657259749964396"
"08/01/2024 22:54:06.845","26.086880826744241801","1583","1548.7823300788172673"
"08/01/2024 22:54:07.953","22.659789750743364323","1541","2867.5493774698625202"
"08/01/2024 22:54:09.042","22.843939104828749009","1538","2649.3703819794009178"
"08/01/2024 22:54:10.058","15.778755543496469471","1537","2003.2112926321431132"
"08/01/2024 22:54:11.023","13.572841218525521612","1534","2784.3034357384808573"
"08/01/2024 22:54:12.016","32.92815232566184136","1530","3640.1278820321149396"
"08/01/2024 22:54:12.997","36.096188632854776301","1535","3216.7451067606743891"
"08/01/2024 22:54:13.979","32.413933836008283151","1534","4855.1218028431812854"
"08/01/2024 22:54:14.974","10.301194794085644091","1533","2311.4346593710533853"
"08/01/2024 22:54:15.957","13.758310360983417198","1528","3239.1122909287728362"
