(PDH-CSV 4.0) (India Standard Time)(-330),\\WINDOWS10-SAMP\Processor(_Total)\% Processor Time,\\WINDOWS10-SAMP\System\Threads,\\WINDOWS10-SAMP\System\Context Switches/sec
54:31.0,13.00794621,1646,5897.537773
54:31.8,9.422392142,1655,2761.330918
54:32.6,4.743351448,1652,2706.167982
54:33.4,33.41627114,1656,7867.829212
54:34.3,58.71594259,1727,7002.68778
54:35.0,82.62814974,1744,5049.004514
54:35.8,84.4883456,1833,5067.009742
54:36.5,95.77122904,1864,4744.497138
54:37.2,74.18313794,1897,5130.803354
54:38.0,66.899363,1903,4560.773498
54:38.7,49.089529,1930,4360.939694
54:39.4,33.98996548,1951,5000.814914
54:40.1,47.42757363,1971,7381.791055
54:40.8,29.34507558,1960,5587.205558
54:41.5,37.27280283,1955,4325.314063
54:42.2,18.06551899,1962,6213.350151
54:43.0,0.015061532,1958,5572.215138
54:43.6,0,1939,6493.567979
54:44.3,0,1954,5773.981782
54:44.9,0,1971,7133.288952
54:45.6, ,1974,6351.257893
54:46.2, ,1975,7255.103689
54:46.9,0,1961,7393.317865
54:47.5, ,1950,6229.35255
54:48.2, ,1950,7348.384655
54:48.8, ,1938,6229.974991
54:49.4, ,1938,6574.805024
54:50.0,0,1936,5384.192654
54:50.6,19.86735657,1920,4857.970328
54:51.2,28.03363694,1925,4656.398015
54:51.8,13.73016053,1925,5522.394153
54:52.4,12.5588278,1925,3520.994576
54:53.0,12.8483743,1927,3670.034346
54:53.5,0.859948311,1920,3202.187873
54:54.1,17.8012289,1917,3537.515767
54:54.7,8.745642635,1926,4863.872165
54:55.3,0,1923,4744.829994
54:55.9,11.4000087,1923,4142.388051
54:56.5,0,1923,3510.929488
54:57.2, ,1920,2214.494457
54:57.8, ,1919,3058.855607
54:58.4, ,1918,1014.132255
54:59.1, ,1915,612.2303344
54:59.7, ,1914,806.8349604
55:00.4, ,1912,671.7253464
55:01.0, ,1895,1636.80916
55:01.7, ,1889,365.4810173
55:02.3, ,1886,339.6539357
55:03.0, ,1886,730.5267098
55:03.7, ,1882,836.0396869
55:04.4, ,1874,441.7475988
55:05.1, ,1871,945.4102531
55:05.8, ,1861,744.1199354
55:06.6, ,1862,528.111981
55:07.2, ,1860,544.2289621
55:08.0, ,1863,2221.077981
55:08.6, ,1846,1150.768797
55:09.4, ,1844,622.6857683
55:10.2, ,1845,953.1108257
55:11.0, ,1845,1016.274653
55:11.7, ,1834,607.8240405
55:12.5, ,1832,307.2299176
55:13.3, ,1823,1222.987544
55:14.0, ,1822,575.1379372
55:14.8, ,1820,314.9071083
55:15.6, ,1815,601.4102202
55:16.4, ,1815,1508.53282
55:17.2,22.91212732,1866,4178.423806
55:18.0,30.3793549,1888,13646.39795
55:18.9, ,1867,3924.149966
55:19.7, ,1862,532.1658402
55:20.6,0,1836,2767.888616
55:21.4,0,1824,3807.699806
55:22.3, ,1818,640.7758721
55:23.1,0,1817,1899.0221
55:24.0,8.178949704,1796,3707.725126
55:24.8,50.87028419,1791,4253.760125
55:25.7,18.74015017,1781,4635.022248
55:26.7,11.48986798,1782,3215.189358
55:27.6,8.275355218,1782,3331.576781
55:28.5,7.208568981,1777,3173.982319
55:29.5,11.17303607,1775,2743.753082
55:30.4,10.15198348,1772,3163.284907
55:31.3,7.868036736,1771,3146.709703
55:32.3,6.75607928,1771,2786.631137
55:33.2,8.33368257,1769,3198.698276
55:34.1,11.97546768,1767,3580.017051
55:35.1,8.19626786,1766,3064.368825
55:36.2,20.67482401,1770,3525.162998
55:37.2,20.91828178,1747,3722.977761
55:38.2,17.77743221,1737,3542.190006
55:39.2,20.04202163,1712,3516.803591
55:40.3,15.84108373,1703,3015.411487
55:41.3,12.45228425,1683,1742.507808
55:42.4,13.43784854,1659,1543.923724
55:43.4,12.7815715,1646,1614.428611
55:44.4,11.30818437,1641,1426.111921
55:45.5,18.7018453,1624,1427.058358
55:46.6,19.45984372,1619,1471.284953
55:47.7,21.00723795,1610,1593.580775
55:48.9,19.65405966,1596,1554.390825
55:50.0,18.60247754,1591,1318.337921
55:51.1,18.45247815,1590,1325.647982
55:52.3,20.12462009,1592,1150.220041
55:53.4,19.42668967,1592,1455.400572
55:54.5,22.202779,1585,1536.322711
55:55.7,20.855718,1579,1695.903312
55:56.9,24.12626605,1579,1266.546206
55:58.1,28.21298873,1579,1327.339158
55:59.4,26.06673361,1575,1490.037115
56:00.6,26.39833747,1575,1551.014613
56:01.8,28.09314221,1575,1282.705219
56:03.1,28.24024396,1547,1531.594214
56:04.3,26.5781223,1542,1431.201099
56:05.6,26.33829387,1541,1497.399987
56:06.8,28.37566446,1542,1492.128969
56:08.1,25.08371784,1542,1426.98074
56:09.4,29.74125577,1542,1523.256398
56:10.7,33.89919556,1541,1670.498909
56:12.1,33.96275883,1542,1455.909964
56:13.5,33.42992155,1541,1623.219405
56:14.9,33.50573376,1535,1512.506727
56:16.2,33.66379368,1534,1511.904047
56:17.6,35.58461714,1533,1375.383223
56:19.0,34.00224559,1529,1544.88571
56:20.4,33.60149865,1523,1287.537134
56:21.7,33.72274712,1522,1350.634463
56:23.1,34.91631075,1515,1209.706598
56:24.7,40.77099992,1508,1390.316697
56:26.2,44.10471985,1507,3720.275973
56:27.6,40.04445961,1501,2493.399987
56:29.2,40.43668895,1497,1230.078183
56:30.7,40.35728772,1497,1243.867587
56:32.1,39.83193022,1490,1189.142258
56:33.7,41.64455464,1488,1598.217471
56:35.2,40.36881383,1484,1638.677823
56:36.7,38.47199535,1477,1589.16273
56:38.2,40.68953812,1475,1421.094076
56:39.7,38.11652199,1471,1185.48697
56:41.2,39.74688952,1468,1365.399722
56:42.6,39.10944991,1466,1466.328749
56:44.1,38.98075048,1463,1345.893538
56:45.7,39.20784333,1465,1272.856266
56:47.1,41.4637345,1453,1893.470001
56:48.7,38.36351166,1454,1224.308663
56:50.2,40.17436607,1452,1346.172382
56:51.7,38.62904664,1452,1324.268958
56:53.1,39.43709456,1451,1481.379927
56:54.6,38.97056933,1451,1412.480068
56:56.2,38.87733483,1451,1389.850932
56:57.6,39.38264348,1443,1609.30119
56:59.1,38.82599347,1443,1348.94491
57:00.6,40.22806939,1443,1270.744936
57:02.1,39.18075783,1442,1390.491705
57:03.7,39.49893101,1441,1424.071543
57:05.1,38.15236052,1440,1442.549243
57:06.7,39.29866635,1441,1500.47752
57:08.2,38.84662005,1441,1412.33479
57:09.7,39.56491272,1431,1506.358807
57:11.2,38.85890336,1424,1343.297497
57:12.7,39.59498486,1421,1367.653478
57:14.2,38.99209164,1414,1494.561121
57:15.7,39.44804596,1412,1353.559136
57:17.2,38.10982781,1410,1284.444409
57:18.7,38.8635734,1407,1472.720262
57:20.2,39.28613982,1404,1511.222096
57:21.6,39.71330226,1398,1339.767189
57:23.2,40.3215628,1388,1228.061309
57:24.7,41.30154623,1388,1677.132844
57:26.1,40.23645945,1385,1270.741189
57:27.6,41.17002422,1384,1496.967939
57:29.1,39.47651389,1385,1340.812309
57:30.7,39.94657482,1385,1169.377144
57:32.2,37.7660392,1386,1301.50678
57:33.7,38.27518529,1387,1181.978843
57:35.2,41.93080413,1390,1365.77747
57:36.7,37.52036598,1390,1231.409374
57:38.1,39.58016185,1390,1332.096276
57:39.6,40.91395189,1390,1308.648428
57:41.2,38.98373405,1379,1277.892003
57:42.7,40.12729604,1371,1281.290772
57:44.2,38.89604111,1371,1271.356828
57:45.6,38.58086245,1371,1421.889015
57:47.2,39.77985573,1369,1493.503506
57:48.7,39.46208999,1369,1471.834966
57:50.2,39.57488979,1372,1618.151438
57:51.7,39.81808693,1372,1417.819159
57:53.1,39.0117581,1372,1482.000705
57:54.6,40.55798812,1388,1886.031575
57:56.1,39.85338362,1379,1574.009634
57:57.6,39.67686636,1379,1552.18379
57:59.2,38.21740085,1378,1476.024897
58:00.6,40.38670711,1376,1338.441348
58:02.2,38.94127424,1375,1187.770775
58:03.7,40.90777439,1377,1362.073418
58:05.2,38.36224486,1381,1628.297364
58:06.7,39.98106944,1377,1515.72984
58:08.2,40.37111508,1378,1707.535587
58:09.7,41.86726045,1378,1223.549496
58:11.2,39.69294743,1375,1357.50727
58:12.7,39.75646553,1374,1248.698773
58:14.2,41.79748519,1373,1571.643968
58:15.7,38.88688535,1373,1379.080205
58:17.2,39.75490428,1373,1577.683043
58:18.6,38.95796589,1373,1442.195184
58:20.2,38.37738092,1377,1525.65384
58:21.7,40.0717175,1374,1567.355476
58:23.2,40.23654749,1374,1478.418994
58:24.7,39.04542014,1373,1195.403584
58:26.2,39.33473781,1373,1356.910215
58:27.6,40.40455063,1373,1396.596625
58:29.1,40.85016187,1371,1409.670681
58:30.6,38.48756443,1371,1323.632971
58:32.2,40.10978423,1371,1200.966395
58:33.6,38.98593484,1370,1207.801421
58:35.2,40.15907064,1372,1310.146916
58:36.7,39.6082944,1373,1505.406203
58:38.2,39.50751205,1373,1542.337
58:39.7,38.02357518,1373,1218.391026
58:41.2,40.36517773,1374,1428.867495
58:42.6,39.39822118,1376,1455.09229
58:44.2,39.21131215,1375,1542.566406
58:45.7,40.40315108,1374,1236.007222
58:47.2,39.33849734,1371,1273.746522
58:48.7,39.03356781,1369,1286.320303
58:50.2,39.6776482,1368,1427.598987
58:51.7,40.78219943,1365,1520.096446
58:53.2,42.99427763,1360,3315.576822
58:54.7,44.07250698,1356,3013.302952
58:56.1,42.85966772,1355,3741.595484
58:57.7,43.92565321,1352,6116.358095
58:59.2,44.16170964,1360,4407.213276
59:00.7,44.45150835,1360,5311.664228
59:02.2,42.24121015,1361,2380.248851
