(PDH-CSV 4.0) (India Standard Time)(-330),\\WINDOWS10-SAMP\Processor(_Total)\% Processor Time,\\WINDOWS10-SAMP\System\Threads,\\WINDOWS10-SAMP\System\Context Switches/sec
45:42.1,55.94544719,1419,5646.031542
45:42.9,29.61606232,1415,5089.872519
45:43.7,54.93712033,1412,4269.927518
45:44.5,42.3242683,1428,4869.279274
45:45.3,41.3809286,1436,5363.430055
45:46.1,51.30920315,1450,4640.916393
45:46.9,49.31796204,1450,5092.661725
45:47.8,40.38609054,1450,5753.098726
45:48.6,52.64519619,1452,3408.153757
45:49.5,48.27104362,1468,4967.409012
45:50.4,44.0755336,1468,6047.868912
45:51.3,52.68504548,1468,4395.708309
45:52.2,58.48873325,1468,5052.213677
45:53.1,56.79631626,1475,5022.365504
45:54.0,56.31810351,1474,4100.12703
45:54.8,28.73705993,1469,4736.813686
45:55.7,8.154428522,1466,2527.412707
45:56.7,34.13790626,1466,3439.125426
45:57.7,48.63831968,1462,3963.270971
45:58.6,39.8634825,1461,3646.683691
45:59.6,24.58073048,1459,2389.322284
46:00.6,25.02580644,1453,2418.90805
46:01.6,48.68843295,1472,3266.049639
46:02.5,49.98381741,1476,5349.005273
46:03.5,50.15845977,1477,3695.2332
46:04.5,38.91138501,1476,4503.338733
46:05.5,48.32861163,1492,4664.766007
46:06.5,54.95248073,1472,5908.627555
46:07.6,39.29868295,1482,3770.296932
46:08.6,50.69396522,1494,4331.133821
46:09.7,66.82651373,1500,3443.373729
46:10.8,64.81936754,1504,4572.957353
46:11.9,55.93177986,1514,5040.245443
46:12.9,60.72323876,1504,4842.04402
46:14.0,70.59391699,1527,4711.22768
46:15.1,53.94039395,1507,5474.292611
46:16.2,20.32773618,1506,2590.160081
46:17.3,13.9937444,1509,1021.912363
46:18.5,15.00194972,1507,420.4584708
46:19.7,16.10671215,1504,603.0429024
46:20.8,15.39311024,1504,383.8098222
46:22.0,15.84320357,1504,366.1901371
46:23.2,14.73127989,1505,168.4784451
46:24.4,15.47233854,1504,198.8810304
46:25.6,15.72290255,1502,1077.383169
46:26.8,15.32228086,1503,603.9303668
46:27.9,15.97894432,1504,739.9167315
46:29.2,20.8762606,1508,206.4509849
46:30.5,22.64990515,1507,179.090962
46:31.8,23.97970888,1504,422.1938201
46:33.1,24.64953545,1504,937.9772521
46:34.4,23.63500443,1501,205.1325171
46:35.7,22.07130239,1495,174.561872
46:37.0,24.82075483,1493,816.0506652
46:38.2,30.98066551,1493,2923.512778
46:39.6,40.436924,1493,4215.568368
46:40.8,62.94824426,1511,5264.941349
46:42.2,64.95390412,1527,4888.591727
46:43.6,61.7069678,1532,5493.972332
46:45.1,45.09316131,1533,4086.7469
46:46.5,49.11966168,1531,3657.75005
46:47.9,41.66153666,1530,4669.975927
46:49.4,51.01218903,1530,6086.073758
46:50.8,50.86199336,1515,5198.354379
46:52.2,44.34400356,1511,5580.26846
46:53.6,48.36621056,1515,6121.822188
46:55.1,45.08465475,1515,5198.484289
46:56.5,43.68745494,1511,5241.655685
46:58.1,44.71592542,1508,4038.142324
46:59.5,42.82208888,1507,4205.457867
47:01.1,55.66101662,1507,5299.276728
47:02.5,65.38720809,1506,5426.307577
47:04.0,56.91957529,1503,4484.097748
47:05.5,55.31360988,1486,3605.446098
47:07.1,42.96550539,1481,2201.372487
47:08.5,46.05762307,1479,3863.220378
47:10.1,34.13524236,1466,1014.742496
47:11.5,34.43632332,1464,961.7631772
47:13.1,35.15727805,1454,2286.463623
47:14.6,42.43223732,1443,3173.554556
47:16.0,45.76004484,1437,2444.936285
47:17.5,37.46862294,1436,3478.657885
47:19.1,35.65624293,1431,475.1126116
47:20.6,45.47608366,1428,3925.605785
47:22.1,44.39153672,1438,1631.542531
47:23.6,42.56427304,1433,2639.97305
47:25.0,48.69772054,1428,3798.865085
47:26.5,39.06776715,1436,6036.930783
47:28.1,34.79388409,1428,2128.11806
47:29.5,35.24662547,1425,2822.265773
47:31.1,34.91081097,1426,2278.175893
47:32.6,33.93580162,1424,1800.312459
